id,Name,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Engine,Power,Mileage,Seats,Owner_Type,New_Price,Price
3771,Honda City 1.5 GXI,2009,54618,Ahmedabad,Petrol,Manual,,,0.0 kmpl,,First,,5.69
3772,BMW 7 Series 2007-2012 730Ld,2011,53601,Hyderabad,Diesel,Automatic,2993 CC,258 bhp,14.49 kmpl,5,First,,72.68
3773,Toyota Corolla Altis Diesel D4DG,2017,76558,Kochi,Diesel,Manual,1364 CC,87.2 bhp,21.43 kmpl,5,First,,11.38
3774,Nissan Terrano XL Plus ICC WT20 SE,2018,40055,Mumbai,Diesel,Manual,1461 CC,83.8 bhp,20.45 kmpl,5,First,,12.87
3775,Mercedes-Benz M-Class ML 320 CDI,2011,52565,Pune,Diesel,Automatic,2987 CC,224.34 bhp,8.7 kmpl,5,First,,28.3
3776,Audi A4 2.0 TDI,2015,49440,Hyderabad,Diesel,Automatic,1968 CC,147.51 bhp,16.55 kmpl,5,First,,38
3777,Honda City ZX GXi,2012,75307,Kolkata,Petrol,Manual,1497 CC,78 bhp,17.7 kmpl,5,First,,5.11
3778,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,148109,Hyderabad,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,7,First,,20.69
3779,Audi A4 35 TDI Premium Sport,2018,11970,Chennai,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,51.87
3780,Hyundai i10 Magna,2012,57117,Kolkata,Petrol,Manual,1197 CC,78.9 bhp,20.36 kmpl,5,First,,5.07
3781,Maruti Alto 800 VXI,2019,41484,Pune,Petrol,Manual,796 CC,47.3 bhp,22.74 kmpl,5,First,,6.03
3782,Mini Cooper Convertible S,2017,23699,Kochi,Petrol,Automatic,1998 CC,189.08 bhp,16.82 kmpl,4,First,44.28 Lakh,72.05
3783,Honda Brio V MT,2015,56714,Mumbai,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,6.07
3784,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2013,119082,Pune,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,First,,27.98
3785,Land Rover Range Rover 2.2L Prestige,2017,38488,Delhi,Diesel,Automatic,2179 CC,187.7 bhp,12.7 kmpl,5,First,,75.64
3786,BMW 1 Series 118d Sport Line,2013,48981,Hyderabad,Diesel,Automatic,1995 CC,143 bhp,20.58 kmpl,5,Second,,35.16
3787,Hyundai EON Era Plus,2021,16909,Kochi,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,6.91
3788,Maruti Alto K10 LXI,2012,107080,Pune,Petrol,Manual,998 CC,67.1 bhp,20.92 kmpl,5,First,,3.4
3789,Chevrolet Beat LT Option,2017,40397,Pune,Petrol,Manual,1199 CC,76.8 bhp,18.6 kmpl,5,First,,5.42
3790,Hyundai Xcent 1.1 CRDi Base,2016,99745,Hyderabad,Diesel,Manual,1120 CC,71 bhp,24.4 kmpl,5,First,,8.67
3791,Renault Duster 85PS Diesel RxL Optional with Nav,2016,101926,Jaipur,Diesel,Manual,1461 CC,83.8 bhp,20.45 kmpl,5,Second,,8.33
3792,Chevrolet Beat LT,2014,9413,Pune,Petrol,Manual,1199 CC,76.8 bhp,18.6 kmpl,5,First,,5.15
3793,BMW 5 Series 2013-2017 520d Luxury Line,2018,32405,Pune,Diesel,Automatic,1995 CC,190 bhp,18.12 kmpl,5,First,,60.69
3794,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,65976,Delhi,Petrol,Manual,1591 CC,121.3 bhp,15.29 kmpl,5,First,,20.89
3795,Honda City i DTEC VX,2020,67267,Kochi,Diesel,Manual,1498 CC,98.6 bhp,25.1 kmpl,5,First,,18.96
3796,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,38580,Kochi,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,11.29 Lakh,18.73
3797,Volkswagen Vento Diesel Comfortline,2018,65897,Chennai,Diesel,Manual,1598 CC,103.6 bhp,20.54 kmpl,5,First,,10.34
3798,Renault KWID RXT,2016,30586,Pune,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,4.91
3799,Maruti Wagon R VXI,2019,46076,Coimbatore,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,9.21
3800,Chevrolet Beat LT,2013,49015,Pune,Petrol,Manual,1199 CC,79.4 bhp,18.6 kmpl,5,Second,,3.42
3801,Maruti Swift VXI,2016,44875,Ahmedabad,Petrol,Manual,1197 CC,85.8 bhp,18.6 kmpl,5,First,,8.06
3802,Mahindra Thar DI 4X4,2019,13314,Kochi,Diesel,Manual,2523 CC,63 bhp,18.06 kmpl,7,First,,18.94
3803,Maruti Wagon R VXI BSIII,2016,79001,Chennai,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,First,,5.7
3804,Hyundai Santro Xing XO CNG,2006,104073,Pune,CNG,Manual,1086 CC,null bhp,17.0 km/kg,5,Third,,2.39
3805,Mercedes-Benz CLA 200 CDI Sport,2019,14307,Coimbatore,Diesel,Automatic,2143 CC,136 bhp,17.9 kmpl,5,First,,59.03
3806,Maruti Swift ZXI Plus,2018,2023,Ahmedabad,Petrol,Manual,1197 CC,81.80 bhp,22.0 kmpl,5,First,8.16 Lakh,15.73
3807,Honda Brio S MT,2014,62489,Bangalore,Petrol,Manual,1198 CC,86.8 bhp,19.4 kmpl,5,First,,6.44
3808,Maruti Swift Dzire Tour LDI,2013,171293,Kolkata,Diesel,Manual,1248 CC,74 bhp,23.4 kmpl,5,Second,,4.93
3809,Hyundai Creta 1.6 CRDi AT SX Plus,2020,54053,Coimbatore,Diesel,Automatic,1582 CC,126.2 bhp,17.01 kmpl,5,First,,29.51
3810,Nissan Terrano XV Premium 110 PS Anniversary Edition,2015,43483,Coimbatore,Diesel,Manual,1461 CC,108.5 bhp,19.01 kmpl,5,Second,,17.48
3811,Hyundai EON D Lite Plus Option,2019,26956,Mumbai,Petrol,Manual,814 CC,55.2 bhp,21.1 kmpl,5,First,,4.87
3812,Ford Fiesta 1.4 Duratorq ZXI,2007,106083,Pune,Diesel,Manual,1399 CC,68 bhp,17.8 kmpl,5,Second,,4.18
3813,Hyundai Grand i10 1.2 Kappa Sportz,2018,30052,Coimbatore,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,6.82 Lakh,9.35
3814,Hyundai i20 Magna Optional 1.4 CRDi,2015,12943,Mumbai,Diesel,Manual,1396 CC,88.8 bhp,21.9 kmpl,5,First,,9.16
3815,Honda Mobilio S i VTEC,2018,25482,Kolkata,Petrol,Manual,1497 CC,117.3 bhp,17.3 kmpl,7,First,,8.71
3816,Volkswagen Vento Diesel Comfortline,2012,37074,Kolkata,Diesel,Manual,1598 CC,103.6 bhp,20.54 kmpl,5,First,,6.56
3817,Mercedes-Benz M-Class ML 350 CDI Corporate,2015,49686,Bangalore,Diesel,Automatic,2987 CC,224 bhp,14.0 kmpl,5,First,,41.8
3818,Hyundai Creta 1.6 CRDi SX,2019,51614,Coimbatore,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,28.58
3819,Maruti SX4 S Cross DDiS 200 Zeta,2019,75670,Jaipur,Diesel,Manual,1248 CC,88.5 bhp,23.65 kmpl,5,First,,18.05
3820,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,22451,Coimbatore,Petrol,Manual,1196 CC,86.8 bhp,18.16 kmpl,5,First,,13.09
3821,Renault KWID RXT,2018,78897,Hyderabad,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,6.08
3822,Ford Fiesta 1.6 ZXi Duratec,2010,86777,Pune,Petrol,Manual,1596 CC,101 bhp,15.3 kmpl,5,First,,2.99
3823,Maruti SX4 Vxi BSIV,2011,90194,Delhi,Petrol,Manual,1586 CC,103.3 bhp,15.5 kmpl,5,First,,5.32
3824,Tata Indica V2 DLX,2010,54508,Kolkata,Diesel,Manual,1396 CC,53.5 bhp,17.2 kmpl,5,First,,1.64
3825,Volkswagen Ameo 1.2 MPI Comfortline,2021,53994,Ahmedabad,Petrol,Manual,1198 CC,73.75 bhp,17.0 kmpl,5,First,,9.21
3826,Maruti Celerio VXI AT Optional,2019,18406,Pune,Petrol,Automatic,998 CC,67.04 bhp,23.1 kmpl,5,First,,9.4
3827,Toyota Corolla Altis G,2011,72161,Pune,Petrol,Manual,1798 CC,138.1 bhp,14.53 kmpl,5,Third,,6.3
3828,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,21265,Mumbai,Diesel,Manual,1248 CC,88.5 bhp,24.3 kmpl,5,First,11.98 Lakh,17.63
3829,Ford EcoSport 1.5 Ti VCT AT Titanium BE,2021,1687,Kolkata,Petrol,Automatic,1499 CC,110.4 bhp,16.05 kmpl,5,First,,22.61
3830,Ford Fiesta 1.4 Duratorq ZXI,2007,70739,Hyderabad,Diesel,Manual,1399 CC,68 bhp,17.8 kmpl,5,First,,4.08
3831,Hyundai i20 2015-2017 1.2 Magna,2015,39084,Pune,Petrol,Manual,1197 CC,80 bhp,18.5 kmpl,5,First,,5.75
3832,Hyundai i20 1.4 Asta,2019,10887,Chennai,Diesel,Manual,1396 CC,88.73 bhp,22.54 kmpl,5,First,,15.19
3833,Maruti Swift Dzire LDI,2017,36433,Delhi,Diesel,Manual,1248 CC,74 bhp,26.59 kmpl,5,First,,9.13
3834,Toyota Corolla Altis Diesel D4DG,2016,72815,Coimbatore,Diesel,Manual,1364 CC,87.2 bhp,21.43 kmpl,5,First,,19
3835,Hyundai Verna 1.6 SX VTVT (O),2016,52207,Kochi,Petrol,Manual,1591 CC,121.3 bhp,17.1 kmpl,5,First,,8.6
3836,Hyundai i20 1.2 Asta,2019,9058,Delhi,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,14.32
3837,Honda Civic 2010-2013 1.8 V MT,2013,58688,Pune,Petrol,Manual,1799 CC,130.2 bhp,14.8 kmpl,5,First,,6.32
3838,Renault KWID RXT,2016,9032,Mumbai,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,,6.66
3839,Mercedes-Benz GLA Class 200 CDI SPORT,2020,15413,Bangalore,Diesel,Automatic,2143 CC,136 bhp,17.9 kmpl,5,First,,66.65
3840,Audi A4 2.0 TDI 177 Bhp Premium Plus,2016,38840,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,17.11 kmpl,5,First,,46.81
3841,Renault Duster 85PS Diesel RxL,2018,56157,Ahmedabad,Diesel,Manual,1461 CC,83.8 bhp,20.45 kmpl,5,First,,9.63
3842,Maruti Alto LXi BSII,2005,75583,Pune,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,1.87
3843,Hyundai Grand i10 1.2 Kappa Sportz AT,2021,19917,Coimbatore,Petrol,Automatic,1197 CC,81.86 bhp,18.9 kmpl,5,First,8.63 Lakh,16.25
3844,Audi Q5 2008-2012 2.0 TDI,2011,57295,Bangalore,Diesel,Automatic,1968 CC,167.6 bhp,12.8 kmpl,5,First,,44.38
3845,Nissan Terrano XV 110 PS,2016,159781,Pune,Diesel,Manual,1461 CC,108.5 bhp,19.01 kmpl,5,First,,10.15
3846,Honda City 1.5 V MT,2011,91857,Delhi,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,6.79
3847,Tata Nano XTA,2021,35001,Coimbatore,Petrol,Automatic,624 CC,37.48 bhp,21.9 kmpl,4,First,,6.43
3848,Hyundai Xcent 1.2 Kappa AT SX Option,2017,59261,Chennai,Petrol,Automatic,1197 CC,82 bhp,16.9 kmpl,5,First,,11.6
3849,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,159098,Delhi,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,8,First,,13.83
3850,Hyundai Santro Xing GL Plus,2015,28265,Kolkata,Petrol,Manual,1086 CC,62.1 bhp,17.92 kmpl,5,First,,3.69
3851,Toyota Etios Liva 1.2 G,2017,66012,Coimbatore,Petrol,Manual,1197 CC,78.9 bhp,17.71 kmpl,5,First,6.41 Lakh,9.37
3852,Tata Safari Storme VX,2018,33571,Jaipur,Diesel,Manual,2179 CC,148 bhp,14.1 kmpl,7,First,,19.21
3853,Mahindra XUV500 W6 2WD,2018,108482,Hyderabad,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,21.27
3854,Hyundai i10 Sportz AT,2015,22691,Chennai,Petrol,Automatic,1197 CC,78.9 bhp,16.95 kmpl,5,First,,7.96
3855,Skoda Laura 1.9 TDI MT Ambiente,2014,102706,Mumbai,Diesel,Manual,1896 CC,105 bhp,17.0 kmpl,5,Second,,6.73
3856,Volkswagen Vento Petrol Highline AT,2015,43561,Pune,Petrol,Automatic,1598 CC,103.6 bhp,14.4 kmpl,5,First,,9.88
3857,Skoda Rapid 1.5 TDI Ambition,2019,37383,Hyderabad,Diesel,Manual,1498 CC,103.52 bhp,21.14 kmpl,5,First,,16.16
3858,Hyundai Verna 1.6 SX VTVT,2018,55681,Mumbai,Petrol,Manual,1591 CC,121.3 bhp,17.01 kmpl,5,First,,12.14
3859,Maruti Wagon R CNG LXI,2017,83495,Pune,CNG,Manual,998 CC,67.04 bhp,33.54 km/kg,5,First,5.54 Lakh,5.95
3860,BMW X3 xDrive20d Advantage Edition,2014,54084,Kolkata,Diesel,Automatic,1995 CC,184 bhp,16.09 kmpl,5,First,,35.01
3861,Nissan Micra Diesel XV Premium,2017,66779,Ahmedabad,Diesel,Manual,1461 CC,63.1 bhp,23.08 kmpl,5,First,,7.53
3862,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,82079,Bangalore,Diesel,Manual,2494 CC,100.6 bhp,12.99 kmpl,7,First,,30.69
3863,BMW 6 Series Gran Coupe,2017,22559,Delhi,Diesel,Automatic,2993 CC,313 bhp,17.54 kmpl,4,Second,,87.56
3864,Honda Brio S Option MT,2012,37272,Mumbai,Petrol,Manual,1198 CC,86.8 bhp,18.4 kmpl,5,Second,,5.75
3865,Honda City 1.5 V MT,2014,78881,Coimbatore,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,12.03
3866,Maruti Wagon R LX BS IV,2011,65411,Pune,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,5.35
3867,Maruti Baleno Zeta 1.3,2021,27228,Coimbatore,Diesel,Manual,1248 CC,74 bhp,27.39 kmpl,5,First,,16.53
3868,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,51732,Mumbai,Diesel,Automatic,2993 CC,258 bhp,15.97 kmpl,7,First,,78.48
3869,Tata Indica V2 DLS BSIII,2015,64468,Pune,Diesel,Manual,1405 CC,48.21 bhp,17.88 kmpl,5,First,,3.6
3870,Hyundai Creta 1.6 CRDi SX Option,2016,71070,Jaipur,Diesel,Manual,1582 CC,126.2 bhp,19.67 kmpl,5,First,,21.36
3871,Maruti Baleno Alpha,2019,11234,Mumbai,Petrol,Manual,1197 CC,83.1 bhp,21.4 kmpl,5,First,8.78 Lakh,13.03
3872,Hyundai Grand i10 Sportz,2017,59226,Kochi,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,9.56
3873,Tata Indica GLS BS IV,2009,98104,Pune,Petrol,Manual,1193 CC,65.3 bhp,15.3 kmpl,5,First,,2.49
3874,Honda Amaze VX i-Vtech,2015,46109,Chennai,Petrol,Manual,1198 CC,86.7 bhp,18.0 kmpl,5,First,,9.59
3875,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2013,41397,Mumbai,Diesel,Automatic,2143 CC,170 bhp,14.84 kmpl,5,First,,20.35
3876,BMW 3 Series 318i Sedan,2012,36743,Pune,Petrol,Automatic,1995 CC,154 bhp,12.05 kmpl,5,Second,,29.23
3877,Maruti Swift ZDi,2020,62101,Pune,Diesel,Manual,1248 CC,74 bhp,22.9 kmpl,5,First,,15.09
3878,Maruti Swift VDI BSIV,2013,64295,Kolkata,Diesel,Manual,1248 CC,null bhp,17.8 kmpl,5,First,,5.15
3879,Skoda Octavia Ambition 2.0 TDI AT,2017,59658,Bangalore,Diesel,Automatic,1968 CC,141 bhp,19.3 kmpl,5,First,,29.71
3880,Toyota Fortuner 4x2 AT,2015,36440,Pune,Diesel,Automatic,2982 CC,168.5 bhp,12.55 kmpl,7,First,,43.77
3881,Maruti Alto LXi,2010,27098,Mumbai,Petrol,Manual,796 CC,46.3 bhp,19.7 kmpl,5,First,,2.23
3882,Toyota Fortuner 3.0 Diesel,2010,109072,Hyderabad,Diesel,Manual,2982 CC,171 bhp,11.5 kmpl,7,First,,25.23
3883,Toyota Innova Crysta 2.4 VX MT,2019,24678,Hyderabad,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,7,First,22.87 Lakh,38.18
3884,Maruti Dzire VDI,2013,121080,Hyderabad,Diesel,Manual,1248 CC,73.75 bhp,28.4 kmpl,5,First,9.14 Lakh,8.53
3885,Honda City 1.5 V AT,2013,83167,Jaipur,Petrol,Automatic,1497 CC,118 bhp,16.8 kmpl,5,First,,6.79
3886,Mercedes-Benz E-Class 280 CDI,2009,75231,Mumbai,Diesel,Automatic,2987 CC,198.5 bhp,11.0 kmpl,5,Second,,16.58
3887,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,134864,Chennai,Diesel,Manual,2494 CC,102 bhp,12.8 kmpl,8,First,,9.95
3888,Ford Fiesta 1.4 TDCi EXI,2007,89349,Chennai,Diesel,Manual,1399 CC,68 bhp,17.8 kmpl,5,Third,,3.27
3889,Maruti Omni 8 Seater BSII,2016,59879,Jaipur,Petrol,Manual,796 CC,35 bhp,19.7 kmpl,8,First,,3.07
3890,Maruti SX4 Green Vxi (CNG),2014,81310,Delhi,CNG,Manual,1586 CC,103.3 bhp,21.4 km/kg,5,First,,5.22
3891,Toyota Etios Liva 1.2 G,2014,38256,Chennai,Petrol,Manual,1197 CC,78.9 bhp,17.71 kmpl,5,Second,6.51 Lakh,7.02
3892,Maruti Alto 800 2016-2019 LXI,2013,56042,Delhi,Petrol,Manual,796 CC,47.3 bhp,24.7 kmpl,5,First,,4.01
3893,Ford EcoSport 1.5 Ti VCT AT Titanium,2018,47993,Kochi,Petrol,Automatic,1499 CC,110.4 bhp,15.63 kmpl,5,First,,15.24
3894,Mercedes-Benz SLC 43 AMG,2019,14237,Kolkata,Petrol,Automatic,2996 CC,362.07 bhp,19.0 kmpl,2,First,95.04 Lakh,107.46
3895,Maruti Wagon R LXI BS IV,2020,7451,Kolkata,Petrol,Manual,998 CC,67.04 bhp,20.51 kmpl,5,First,,6.24
3896,Hyundai i20 1.2 Sportz,2010,82660,Hyderabad,Petrol,Manual,1197 CC,80 bhp,17.0 kmpl,5,First,,7.13
3897,Toyota Fortuner 4x2 AT,2018,53661,Kochi,Diesel,Automatic,2982 CC,168.5 bhp,12.55 kmpl,7,First,,37.06
3898,Audi A6 2011-2015 35 TDI Technology,2016,36836,Bangalore,Diesel,Automatic,1968 CC,174.33 bhp,17.68 kmpl,5,First,,63.32
3899,Renault Duster 85PS Diesel RxL,2018,98312,Jaipur,Diesel,Manual,1461 CC,83.8 bhp,19.87 kmpl,5,First,,12.2
3900,Hyundai Xcent 1.2 CRDi S,2016,49062,Mumbai,Diesel,Manual,1186 CC,73.97 bhp,25.4 kmpl,5,First,8.84 Lakh,6.72
3901,Maruti Wagon R VXI,2019,17735,Kolkata,Petrol,Manual,998 CC,67.04 bhp,22.5 kmpl,5,First,5.29 Lakh,7.06
3902,Maruti 1000 AC,2000,110247,Hyderabad,Petrol,Manual,970 CC,null bhp,15.0 kmpl,5,Second,,1.8
3903,Hyundai Creta 1.6 SX Plus Petrol Automatic,2020,23916,Hyderabad,Petrol,Automatic,1591 CC,121.3 bhp,13.0 kmpl,5,First,,20.91
3904,Honda BRV i-VTEC V CVT,2018,16862,Mumbai,Petrol,Automatic,1497 CC,117.3 bhp,16.0 kmpl,7,First,15.02 Lakh,18.15
3905,Mercedes-Benz E-Class E250 CDI Launch Edition,2018,85100,Chennai,Diesel,Automatic,2143 CC,204 bhp,13.0 kmpl,5,First,,44.37
3906,Honda City i-VTEC VX,2013,35617,Coimbatore,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,First,12.68 Lakh,12.27
3907,Volkswagen Vento Petrol Highline AT,2012,32393,Kolkata,Petrol,Automatic,1598 CC,103.6 bhp,14.4 kmpl,5,First,,6.02
3908,Maruti Ertiga VXI,2013,56252,Mumbai,Petrol,Manual,1373 CC,93.7 bhp,16.02 kmpl,7,Second,,10.02
3909,Toyota Corolla H4,2011,84904,Kolkata,Petrol,Automatic,1794 CC,125 bhp,11.3 kmpl,5,First,,5.49
3910,Hyundai i10 Era 1.1,2008,88033,Chennai,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,Second,,4.02
3911,Maruti Swift Dzire Vdi BSIV,2016,58589,Mumbai,Diesel,Manual,1248 CC,73.9 bhp,19.3 kmpl,5,Second,,9.88
3912,Ford Endeavour 3.2 Trend AT 4X4,2018,81075,Jaipur,Diesel,Automatic,3198 CC,197.2 bhp,10.91 kmpl,7,First,,49.17
3913,Volkswagen Vento 1.6 Highline,2020,32020,Jaipur,Petrol,Manual,1598 CC,103.5 bhp,16.09 kmpl,5,First,11.63 Lakh,15.32
3914,Maruti Zen LX,2000,91384,Jaipur,Petrol,Manual,993 CC,60 bhp,17.3 kmpl,5,Third,,0.98
3915,Honda Jazz 1.2 SV i VTEC,2019,28549,Mumbai,Petrol,Manual,1199 CC,88.7 bhp,18.7 kmpl,5,First,,9.8
3916,Renault Duster 110PS Diesel RxL,2014,56904,Mumbai,Diesel,Manual,1461 CC,108.45 bhp,19.01 kmpl,5,First,,12.26
3917,Tata Sumo DX,2017,18845,Mumbai,Diesel,Manual,1978 CC,83.1 bhp,14.07 kmpl,10,First,,10.28
3918,BMW X5 xDrive 30d M Sport,2016,41914,Chennai,Diesel,Automatic,2993 CC,258 bhp,15.97 kmpl,5,First,,113.41
3919,Maruti Swift Dzire VXi,2014,56923,Mumbai,Petrol,Manual,1298 CC,85.8 bhp,17.5 kmpl,5,First,,5.67
3920,Maruti Ritz ZDi,2016,86803,Hyderabad,Diesel,Manual,1248 CC,73.94 bhp,23.2 kmpl,5,First,,8.31
3921,Maruti Celerio VXI,2017,80734,Bangalore,Petrol,Manual,998 CC,67.04 bhp,23.1 kmpl,5,First,,8.13
3922,Renault KWID RXL,2019,1015,Pune,Petrol,Manual,799 CC,53.3 bhp,25.17 kmpl,5,First,4.45 Lakh,7.21
3923,Mahindra KUV 100 mFALCON D75 K4,2018,37245,Mumbai,Diesel,Manual,1198 CC,77 bhp,25.32 kmpl,6,First,,7.25
3924,Ford Figo Petrol Titanium,2010,42425,Jaipur,Petrol,Manual,1196 CC,70 bhp,15.6 kmpl,5,First,,4.56
3925,BMW X1 sDrive20d,2016,52531,Bangalore,Diesel,Automatic,1995 CC,184 bhp,17.05 kmpl,5,Second,,28.12
3926,Volkswagen Jetta 2013-2015 2.0L TDI Highline,2014,59747,Kolkata,Diesel,Manual,1968 CC,138.03 bhp,19.33 kmpl,5,First,,11.62
3927,Hyundai i10 Magna 1.1L,2013,57036,Delhi,Petrol,Manual,1086 CC,68.05 bhp,19.81 kmpl,5,Second,,3.8
3928,Honda City 1.5 S MT,2011,73042,Hyderabad,Petrol,Manual,1497 CC,118 bhp,17.0 kmpl,5,First,,10.62
3929,Audi Q5 30 TDI quattro Premium Plus,2018,61825,Bangalore,Diesel,Automatic,1968 CC,174.3 bhp,14.16 kmpl,5,First,,76.36
3930,Nissan Micra Active XV,2016,45147,Ahmedabad,Petrol,Manual,1198 CC,67.04 bhp,19.69 kmpl,5,First,6.78 Lakh,8.33
3931,Maruti Swift VXI,2018,51214,Delhi,Petrol,Manual,1197 CC,85.8 bhp,18.6 kmpl,5,First,,8.44
3932,Maruti Ritz LXi,2013,32375,Kochi,Petrol,Manual,1197 CC,85.80 bhp,18.5 kmpl,5,First,,6.44
3933,Hyundai i20 1.2 Magna Executive,2020,16426,Delhi,Petrol,Manual,1197 CC,81.83 bhp,18.6 kmpl,5,First,,12.36
3934,Renault Duster Petrol RxL,2015,21215,Pune,Petrol,Manual,1598 CC,102.57 bhp,13.24 kmpl,5,First,,12.48
3935,Hyundai Grand i10 Asta Option,2018,47793,Coimbatore,Petrol,Manual,1197 CC,82 bhp,18.9 kmpl,5,First,,11.94
3936,Maruti Swift ZXI ABS,2013,74353,Coimbatore,Petrol,Manual,1298 CC,88.2 bhp,16.1 kmpl,5,First,,10.43
3937,Maruti Wagon R LX,2006,86513,Pune,Petrol,Manual,998 CC,67.1 bhp,18.9 kmpl,5,Second,,1.96
3938,Mitsubishi Pajero 2.8 SFX 7Str,2013,105605,Pune,Diesel,Manual,2835 CC,107.2 bhp,10.5 kmpl,6,First,,19.9
3939,Audi A4 30 TFSI Premium Plus,2021,67345,Kochi,Petrol,Automatic,1395 CC,147.51 bhp,17.84 kmpl,5,First,47.16 Lakh,44.99
3940,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,2016,37851,Bangalore,Diesel,Automatic,2147 CC,107.3 bhp,15.0 kmpl,5,First,,32.81
3941,Toyota Innova 2.5 VX (Diesel) 8 Seater,2017,94191,Mumbai,Diesel,Manual,2494 CC,100 bhp,12.99 kmpl,8,First,,25.49
3942,Ford Figo Diesel ZXI,2013,28239,Mumbai,Diesel,Manual,1399 CC,68 bhp,20.0 kmpl,5,First,,6.37
3943,Toyota Corolla Altis 2008-2013 1.8 VL AT,2011,80353,Mumbai,Petrol,Automatic,1794 CC,138.1 bhp,14.53 kmpl,5,Second,,6.85
3944,Tata Tigor 1.2 Revotron XTA,2019,1138,Ahmedabad,Petrol,Automatic,1199 CC,84 bhp,20.3 kmpl,5,First,,13.21
3945,BMW 5 Series 530d M Sport,2020,26527,Hyderabad,Diesel,Automatic,2993 CC,265 bhp,18.59 kmpl,5,First,78.31 Lakh,101.35
3946,BMW 3 Series Luxury Line,2018,34137,Mumbai,Diesel,Automatic,1995 CC,190 bhp,21.76 kmpl,5,First,60.88 Lakh,61.32
3947,Ford Fiesta 1.4 SXi TDCi,2012,106734,Jaipur,Diesel,Manual,1399 CC,null bhp,17.8 kmpl,5,First,,4.08
3948,Maruti Swift ZXI,2016,34428,Coimbatore,Petrol,Manual,1197 CC,85.8 bhp,18.6 kmpl,5,Second,,12.35
3949,Hyundai Santro GLS I - Euro I,2014,45248,Coimbatore,Petrol,Manual,1086 CC,null bhp,0.0 kmpl,5,First,,6.77
3950,Mahindra XUV500 W6 2WD,2017,37820,Delhi,Diesel,Manual,2179 CC,140 bhp,15.1 kmpl,7,First,,18.97
3951,Toyota Innova Crysta 2.4 VX MT,2020,39576,Mumbai,Diesel,Manual,2393 CC,147.8 bhp,13.68 kmpl,7,First,23.06 Lakh,36.14
3952,Datsun GO Plus T Petrol,2019,34199,Pune,Petrol,Manual,1198 CC,67 bhp,19.83 kmpl,7,First,6.45 Lakh,7.78
3953,Hyundai Verna 1.6 SX CRDI (O) AT,2017,45160,Kolkata,Diesel,Automatic,1582 CC,126.32 bhp,22.32 kmpl,5,First,,10.14
3954,Chevrolet Cruze LTZ AT,2013,63003,Ahmedabad,Diesel,Automatic,1991 CC,147.9 bhp,18.1 kmpl,4,First,,7.75
3955,Honda City i VTEC V,2016,66924,Delhi,Petrol,Manual,1497 CC,117.3 bhp,17.4 kmpl,5,First,,11.9
3956,Hyundai Grand i10 1.2 Kappa Sportz,2019,37191,Coimbatore,Petrol,Manual,1197 CC,81.86 bhp,18.9 kmpl,5,First,7.45 Lakh,11.38
